Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2007-05-22,4962109684210.94,3849319924284.47,8811429608495.41,1,2007,3,2007,2,05,22
2007-05-21,4961570381529.84,3845277978592.23,8806848360122.07,1,2007,3,2007,2,05,21
2007-05-18,4960740368158.02,3843823458403.35,8804563826561.37,1,2007,3,2007,2,05,18
2007-05-17,4960197499732.96,3844263875756.16,8804461375489.12,1,2007,3,2007,2,05,17
2007-05-16,4960801102281.05,3839983625321.88,8800784727602.93,1,2007,3,2007,2,05,16
2007-05-15,4959485268418.13,3843768649882.54,8803253918300.67,1,2007,3,2007,2,05,15
2007-05-14,4981933552201.59,3837764299124.86,8819697851326.45,1,2007,3,2007,2,05,14
2007-05-11,4981702159760.97,3836861829404.03,8818563989165.00,1,2007,3,2007,2,05,11
2007-05-10,4981480739883.24,3835530237863.06,8817010977746.30,1,2007,3,2007,2,05,10
2007-05-09,4989455622680.08,3833051851745.78,8822507474425.86,1,2007,3,2007,2,05,09
2007-05-08,4988537724956.92,3839535576048.81,8828073301005.73,1,2007,3,2007,2,05,08
2007-05-07,4988204661374.66,3831845647942.06,8820050309316.72,1,2007,3,2007,2,05,07
2007-05-04,4987899131364.04,3828110524360.59,8816009655724.63,1,2007,3,2007,2,05,04
2007-05-03,4987674673012.51,3826591805805.36,8814266478817.87,1,2007,3,2007,2,05,03
2007-05-02,5004774605884.47,3831155902159.68,8835930508044.15,1,2007,3,2007,2,05,02
2007-05-01,5004399622497.17,3820226761484.20,8824626383981.37,1,2007,3,2007,2,05,01
2007-04-30,5007058051986.64,3833110332444.19,8840168384430.83,1,2007,3,2007,2,04,30
2007-04-27,4988515606562.97,3827028611948.71,8815544218511.68,1,2007,3,2007,2,04,27
2007-04-26,4988448327951.65,3829374798283.34,8817823126234.99,1,2007,3,2007,2,04,26
2007-04-25,5009026592580.37,3825470593596.09,8834497186176.46,1,2007,3,2007,2,04,25
2007-04-24,5007746996216.57,3827787232248.32,8835534228464.89,1,2007,3,2007,2,04,24
2007-04-23,5007148212960.89,3820338817559.00,8827487030519.89,1,2007,3,2007,2,04,23
2007-04-20,5007096812536.69,3817734375302.83,8824831187839.52,1,2007,3,2007,2,04,20
2007-04-19,5006984860918.55,3815089423063.51,8822074283982.06,1,2007,3,2007,2,04,19
2007-04-18,5029374562070.06,3812965525863.97,8842340087934.03,1,2007,3,2007,2,04,18
2007-04-17,5036278366972.42,3812547997889.44,8848826364861.86,1,2007,3,2007,2,04,17
2007-04-16,5067017075757.44,3802366823656.33,8869383899413.77,1,2007,3,2007,2,04,16
2007-04-13,5094775716087.73,3798276308887.65,8893052024975.38,1,2007,3,2007,2,04,13
2007-04-12,5086556897300.21,3797189113950.61,8883746011250.82,1,2007,3,2007,2,04,12
2007-04-11,5091801910817.06,3794391616398.19,8886193527215.25,1,2007,3,2007,2,04,11
2007-04-10,5087470848259.80,3799509812512.97,8886980660772.77,1,2007,3,2007,2,04,10
2007-04-09,5087320667434.91,3795891821084.16,8883212488519.07,1,2007,3,2007,2,04,09
2007-04-06,5086952883549.32,3794703538547.73,8881656422097.05,1,2007,3,2007,2,04,06
2007-04-05,5086973818365.87,3798184469845.85,8885158288211.72,1,2007,3,2007,2,04,05
2007-04-04,5076445047680.09,3793343808706.60,8869788856386.69,1,2007,3,2007,2,04,04
2007-04-03,5076278442417.99,3792531523624.40,8868809966042.39,1,2007,3,2007,2,04,03
2007-04-02,5058762478228.82,3791593576399.51,8850356054628.33,1,2007,3,2007,2,04,02
2007-03-30,5053940043633.51,3795725164861.92,8849665208495.43,1,2007,2,2007,1,03,30
2007-03-29,5036526586006.40,3800325691705.27,8836852277711.67,1,2007,2,2007,1,03,29
2007-03-28,5037512915684.21,3803412265376.17,8840925181060.38,1,2007,2,2007,1,03,28
2007-03-27,5036907843163.03,3809349427065.85,8846257270228.88,1,2007,2,2007,1,03,27
2007-03-26,5035822850995.10,3806249165954.17,8842072016949.27,1,2007,2,2007,1,03,26
2007-03-23,5035939237329.98,3802003662734.79,8837942900064.77,1,2007,2,2007,1,03,23
2007-03-22,5035921184620.98,3796761321245.54,8832682505866.52,1,2007,2,2007,1,03,22
2007-03-21,5034003895116.59,3799851447279.37,8833855342395.96,1,2007,2,2007,1,03,21
2007-03-20,5033009615903.56,3804983690744.91,8837993306648.47,1,2007,2,2007,1,03,20
2007-03-19,5032628085890.53,3801827726066.37,8834455811956.90,1,2007,2,2007,1,03,19
2007-03-16,5032362236392.61,3795406794712.75,8827769031105.36,1,2007,2,2007,1,03,16
2007-03-15,5032193897217.96,3793873454874.22,8826067352092.18,1,2007,2,2007,1,03,15
2007-03-14,5041456497712.17,3791594773979.54,8833051271691.71,1,2007,2,2007,1,03,14
2007-03-13,5041379017247.78,3796913248476.98,8838292265724.76,1,2007,2,2007,1,03,13
2007-03-12,5041373406144.03,3791660464269.03,8833033870413.06,1,2007,2,2007,1,03,12
2007-03-09,5041611110962.66,3790881786097.66,8832492897060.32,1,2007,2,2007,1,03,09
2007-03-08,5042012849289.92,3791171098457.31,8833183947747.23,1,2007,2,2007,1,03,08
2007-03-07,5028459896088.18,3790153894971.62,8818613791059.80,1,2007,2,2007,1,03,07
2007-03-06,5027340519474.88,3791789678266.17,8819130197741.05,1,2007,2,2007,1,03,06
2007-03-05,5024347272373.68,3787784741175.10,8812132013548.78,1,2007,2,2007,1,03,05
2007-03-02,5023327901876.81,3785492239576.45,8808820141453.26,1,2007,2,2007,1,03,02
2007-03-01,5000186307661.74,3788493981775.33,8788680289437.07,1,2007,2,2007,1,03,01
2007-02-28,4979111025291.64,3798999871306.30,8778110896597.94,1,2007,2,2007,1,02,28
2007-02-27,4971384422846.15,3802725735564.34,8774110158410.49,1,2007,2,2007,1,02,27
2007-02-26,4970773951580.48,3802273053553.77,8773047005134.25,1,2007,2,2007,1,02,26
2007-02-23,4970761916439.47,3798733288207.59,8769495204647.06,1,2007,2,2007,1,02,23
2007-02-22,4970836541497.28,3797777713284.60,8768614254781.88,1,2007,2,2007,1,02,22
2007-02-21,4954721573002.83,3797757195339.85,8752478768342.68,1,2007,2,2007,1,02,21
2007-02-20,4954255750455.69,3797891693113.36,8752147443569.05,1,2007,2,2007,1,02,20
2007-02-16,4953788736314.78,3792262545492.97,8746051281807.75,1,2007,2,2007,1,02,16
2007-02-15,4947664950904.39,3791035411527.64,8738700362432.03,1,2007,2,2007,1,02,15
2007-02-14,4928311563667.16,3784915933444.32,8713227497111.48,1,2007,2,2007,1,02,14
2007-02-13,4928139436811.83,3790339431633.61,8718478868445.44,1,2007,2,2007,1,02,13
2007-02-12,4927672571064.60,3786299589012.70,8713972160077.30,1,2007,2,2007,1,02,12
2007-02-09,4927604014508.48,3785966326580.94,8713570341089.42,1,2007,2,2007,1,02,09
2007-02-08,4927587830502.69,3786124749634.98,8713712580137.67,1,2007,2,2007,1,02,08
2007-02-07,4915441130728.18,3784357382082.40,8699798512810.58,1,2007,2,2007,1,02,07
2007-02-06,4914809626545.97,3785172262606.71,8699981889152.68,1,2007,2,2007,1,02,06
2007-02-05,4914810958403.90,3781542616809.34,8696353575213.24,1,2007,2,2007,1,02,05
2007-02-02,4914957810633.48,3778394997741.09,8693352808374.57,1,2007,2,2007,1,02,02
2007-02-01,4914825624699.78,3780077144391.40,8694902769091.18,1,2007,2,2007,1,02,01
2007-01-31,4913960890707.78,3793600173259.34,8707561063967.12,1,2007,2,2007,1,01,31
2007-01-30,4894707291414.68,3793486106730.42,8688193398145.10,1,2007,2,2007,1,01,30
2007-01-29,4894165071856.21,3793850798085.54,8688015869941.75,1,2007,2,2007,1,01,29
2007-01-26,4890833829587.06,3792380393710.61,8683214223297.67,1,2007,2,2007,1,01,26
2007-01-25,4890714472208.82,3792757080494.58,8683471552703.40,1,2007,2,2007,1,01,25
2007-01-24,4890430307259.76,3789388384913.86,8679818692173.62,1,2007,2,2007,1,01,24
2007-01-23,4888595088378.80,3793050534562.75,8681645622941.55,1,2007,2,2007,1,01,23
2007-01-22,4888095549841.50,3788572872664.36,8676668422505.86,1,2007,2,2007,1,01,22
2007-01-19,4888251535177.46,3786833548360.02,8675085083537.48,1,2007,2,2007,1,01,19
2007-01-18,4888465602419.67,3784199024164.81,8672664626584.48,1,2007,2,2007,1,01,18
2007-01-17,4890300912052.12,3781658104303.55,8671959016355.67,1,2007,2,2007,1,01,17
2007-01-16,4889977193543.40,3778438061528.13,8668415255071.53,1,2007,2,2007,1,01,16
2007-01-12,4899372232476.19,3774878959332.57,8674251191808.76,1,2007,2,2007,1,01,12
2007-01-11,4899285748421.81,3775048798545.08,8674334546966.89,1,2007,2,2007,1,01,11
2007-01-10,4900148786733.81,3773218286931.95,8673367073665.76,1,2007,2,2007,1,01,10
2007-01-09,4899922862005.52,3777779371076.59,8677702233082.11,1,2007,2,2007,1,01,09
2007-01-08,4898353058455.66,3774456762962.08,8672809821417.74,1,2007,2,2007,1,01,08
2007-01-05,4898650116851.97,3774502329214.86,8673152446066.83,1,2007,2,2007,1,01,05
2007-01-04,4898816127068.69,3771780115904.35,8670596242973.04,1,2007,2,2007,1,01,04
2007-01-03,4906387642060.28,3770826613252.79,8677214255313.07,1,2007,2,2007,1,01,03
2007-01-02,4906145745540.04,3772083578665.37,8678229324205.41,1,2007,2,2007,1,01,02
2006-12-29,4901046516367.78,3779177863718.40,8680224380086.18,1,2007,1,2006,4,12,29
2006-12-28,4900599715596.00,3692476463560.67,8593076179156.67,1,2007,1,2006,4,12,28
2006-12-27,4917453234513.97,3697303976429.39,8614757210943.36,1,2007,1,2006,4,12,27
2006-12-26,4917000943190.01,3698420268260.73,8615421211450.74,1,2007,1,2006,4,12,26
2006-12-22,4917324313345.44,3694322833106.06,8611647146451.50,1,2007,1,2006,4,12,22
2006-12-21,4917406505568.35,3692597753321.87,8610004258890.22,1,2007,1,2006,4,12,21
2006-12-20,4930406613587.98,3688586879309.26,8618993492897.24,1,2007,1,2006,4,12,20
2006-12-19,4928643917354.20,3693489687937.42,8622133605291.62,1,2007,1,2006,4,12,19
2006-12-18,4927909306608.36,3686404542739.92,8614313849348.28,1,2007,1,2006,4,12,18
2006-12-15,4928253682863.54,3683648975440.67,8611902658304.21,1,2007,1,2006,4,12,15
2006-12-14,4960187164095.39,3688619327816.20,8648806491911.59,1,2007,1,2006,4,12,14
2006-12-13,4969453511607.76,3687421149254.46,8656874660862.22,1,2007,1,2006,4,12,13
2006-12-12,4967561414607.80,3692869892326.39,8660431306934.19,1,2007,1,2006,4,12,12
2006-12-11,4966394456043.33,3688960182654.88,8655354638698.21,1,2007,1,2006,4,12,11
2006-12-08,4966647805914.53,3688756161676.45,8655403967590.98,1,2007,1,2006,4,12,08
2006-12-07,4967101935904.60,3686856709465.07,8653958645369.67,1,2007,1,2006,4,12,07
2006-12-06,4967205445012.41,3686593550152.76,8653798995165.17,1,2007,1,2006,4,12,06
2006-12-05,4966738616729.58,3688608134101.67,8655346750831.25,1,2007,1,2006,4,12,05
2006-12-04,4955353395652.33,3684657888718.72,8640011284371.05,1,2007,1,2006,4,12,04
2006-12-01,4955424198245.65,3680172739040.41,8635596937286.06,1,2007,1,2006,4,12,01
2006-11-30,4929567181031.48,3703678427313.69,8633245608345.17,1,2007,1,2006,4,11,30
2006-11-29,4920983368955.71,3703312598066.64,8624295967022.35,1,2007,1,2006,4,11,29
2006-11-28,4920073833087.75,3708306284342.90,8628380117430.65,1,2007,1,2006,4,11,28
2006-11-27,4919859952221.69,3706695056940.59,8626555009162.28,1,2007,1,2006,4,11,27
2006-11-24,4920158909794.45,3702944390744.29,8623103300538.74,1,2007,1,2006,4,11,24
2006-11-22,4909770661586.15,3700138553604.10,8609909215190.25,1,2007,1,2006,4,11,22
2006-11-21,4909877976168.01,3703595782712.56,8613473758880.57,1,2007,1,2006,4,11,21
2006-11-20,4909151133431.75,3699824617665.47,8608975751097.22,1,2007,1,2006,4,11,20
2006-11-17,4909528783619.69,3699217071840.62,8608745855460.31,1,2007,1,2006,4,11,17
2006-11-16,4909526107181.92,3697160202620.23,8606686309802.15,1,2007,1,2006,4,11,16
2006-11-15,4900287240741.54,3694589428512.34,8594876669253.88,1,2007,1,2006,4,11,15
2006-11-14,4910703196236.64,3696718179041.77,8607421375278.41,1,2007,1,2006,4,11,14
2006-11-13,4910018409498.61,3693265471764.20,8603283881262.81,1,2007,1,2006,4,11,13
2006-11-10,4910206743417.99,3693579530878.36,8603786274296.35,1,2007,1,2006,4,11,10
2006-11-09,4910382075633.35,3693283966001.23,8603666041634.58,1,2007,1,2006,4,11,09
2006-11-08,4895477051992.03,3692900009645.45,8588377061637.48,1,2007,1,2006,4,11,08
2006-11-07,4894841565577.18,3697719976686.12,8592561542263.30,1,2007,1,2006,4,11,07
2006-11-06,4894606019704.48,3693728964696.16,8588334984400.64,1,2007,1,2006,4,11,06
2006-11-03,4894548286293.99,3690949579962.34,8585497866256.33,1,2007,1,2006,4,11,03
2006-11-02,4894461296553.39,3699199010281.28,8593660306834.67,1,2007,1,2006,4,11,02
2006-11-01,4879522580085.45,3692272254997.28,8571794835082.73,1,2007,1,2006,4,11,01
2006-10-31,4880611427682.72,3703717927882.65,8584329355565.37,1,2007,1,2006,4,10,31
2006-10-30,4861326347929.56,3701129085565.63,8562455433495.19,1,2007,1,2006,4,10,30
2006-10-27,4861275131152.10,3704737308865.05,8566012440017.15,1,2007,1,2006,4,10,27
2006-10-26,4861239284448.88,3704562692727.28,8565801977176.16,1,2007,1,2006,4,10,26
2006-10-25,4847701708769.68,3702648931903.37,8550350640673.05,1,2007,1,2006,4,10,25
2006-10-24,4847383288045.99,3707108390621.02,8554491678667.01,1,2007,1,2006,4,10,24
2006-10-23,4846998435662.99,3703749034824.56,8550747470487.55,1,2007,1,2006,4,10,23
2006-10-20,4846672115978.87,3702629586589.01,8549301702567.88,1,2007,1,2006,4,10,20
2006-10-19,4846477624829.46,3701593787209.30,8548071412038.76,1,2007,1,2006,4,10,19
2006-10-18,4840387353742.11,3699664376039.21,8540051729781.32,1,2007,1,2006,4,10,18
2006-10-17,4839140785499.66,3704901254837.79,8544042040337.45,1,2007,1,2006,4,10,17
2006-10-16,4838391960146.83,3698567332147.77,8536959292294.60,1,2007,1,2006,4,10,16
2006-10-13,4851631322508.09,3695020506434.11,8546651828942.20,1,2007,1,2006,4,10,13
2006-10-12,4851779258334.19,3694325520561.53,8546104778895.72,1,2007,1,2006,4,10,12
2006-10-11,4850465400774.43,3694502975226.45,8544968376000.88,1,2007,1,2006,4,10,11
2006-10-10,4849864796529.26,3696411444074.59,8546276240603.85,1,2007,1,2006,4,10,10
2006-10-06,4849749364148.50,3697234509460.50,8546983873609.00,1,2007,1,2006,4,10,06
2006-10-05,4849613304146.55,3695435183414.44,8545048487560.99,1,2007,1,2006,4,10,05
2006-10-04,4851026501563.57,3694751074261.90,8545777575825.47,1,2007,1,2006,4,10,04
2006-10-03,4850529451947.23,3697107164560.62,8547636616507.85,1,2007,1,2006,4,10,03
2006-10-02,4850288721360.86,3698095389253.42,8548384110614.28,1,2007,1,2006,4,10,02
2006-09-29,4843120736192.43,3663853163022.80,8506973899215.23,1,2006,4,2006,3,09,29
2006-09-28,4843013415332.28,3630670721128.34,8473684136460.62,1,2006,4,2006,3,09,28
2006-09-27,4854645665061.61,3632450641497.94,8487096306559.55,1,2006,4,2006,3,09,27
2006-09-26,4854457896167.63,3636142924207.22,8490600820374.85,1,2006,4,2006,3,09,26
2006-09-25,4853685383990.30,3632049786083.12,8485735170073.42,1,2006,4,2006,3,09,25
2006-09-22,4853630950295.67,3630734044016.20,8484364994311.87,1,2006,4,2006,3,09,22
2006-09-21,4853587087391.35,3630783863212.84,8484370950604.19,1,2006,4,2006,3,09,21
2006-09-20,4867320371122.91,3626771499565.59,8494091870688.50,1,2006,4,2006,3,09,20
2006-09-19,4867094217496.23,3629763158163.95,8496857375660.18,1,2006,4,2006,3,09,19
2006-09-18,4867175646510.97,3623156463869.70,8490332110380.67,1,2006,4,2006,3,09,18
2006-09-15,4867180364344.06,3620200642451.60,8487381006795.66,1,2006,4,2006,3,09,15
2006-09-14,4908195236911.89,3618840632211.96,8527035869123.85,1,2006,4,2006,3,09,14
2006-09-13,4913614786440.53,3616375186757.08,8529989973197.61,1,2006,4,2006,3,09,13
2006-09-12,4913636719740.10,3620996625154.72,8534633344894.82,1,2006,4,2006,3,09,12
2006-09-11,4913395514125.35,3617769914579.04,8531165428704.39,1,2006,4,2006,3,09,11
2006-09-08,4913385187134.01,3615541787825.38,8528926974959.39,1,2006,4,2006,3,09,08
2006-09-07,4913331556755.44,3616731643719.99,8530063200475.43,1,2006,4,2006,3,09,07
2006-09-06,4912174352648.37,3617783279285.10,8529957631933.47,1,2006,4,2006,3,09,06
2006-09-05,4911327684216.78,3613561784309.58,8524889468526.36,1,2006,4,2006,3,09,05
2006-09-01,4911146146220.77,3608036100568.65,8519182246789.42,1,2006,4,2006,3,09,01
2006-08-31,4884685325020.02,3630348327059.60,8515033652079.62,1,2006,4,2006,3,08,31
2006-08-30,4876337116013.35,3627048372347.34,8503385488360.69,1,2006,4,2006,3,08,30
2006-08-29,4876078741533.57,3632074061751.91,8508152803285.48,1,2006,4,2006,3,08,29
2006-08-28,4875933793696.22,3628746351802.36,8504680145498.58,1,2006,4,2006,3,08,28
2006-08-25,4876022745420.90,3629742298113.68,8505765043534.58,1,2006,4,2006,3,08,25
2006-08-24,4875871296958.75,3631238370793.04,8507109667751.79,1,2006,4,2006,3,08,24
2006-08-23,4874046443173.93,3629498086872.12,8503544530046.05,1,2006,4,2006,3,08,23
2006-08-22,4873787619346.80,3632657495398.46,8506445114745.26,1,2006,4,2006,3,08,22
2006-08-21,4873642080250.97,3629588681499.94,8503230761750.91,1,2006,4,2006,3,08,21
2006-08-18,4873518209199.54,3627413838399.62,8500932047599.16,1,2006,4,2006,3,08,18
2006-08-17,4873589180274.75,3627397537080.31,8500986717355.06,1,2006,4,2006,3,08,17
2006-08-16,4861437778277.37,3622216305638.51,8483654083915.88,1,2006,4,2006,3,08,16
2006-08-15,4861305713140.71,3625871464797.96,8487177177938.67,1,2006,4,2006,3,08,15
2006-08-14,4840999340103.23,3618959699217.36,8459959039320.59,1,2006,4,2006,3,08,14
2006-08-11,4840880467835.13,3619177842830.61,8460058310665.74,1,2006,4,2006,3,08,11
2006-08-10,4840790290052.19,3620168177038.64,8460958467090.83,1,2006,4,2006,3,08,10
2006-08-09,4829437496091.44,3618725279110.50,8448162775201.94,1,2006,4,2006,3,08,09
2006-08-08,4829273797400.85,3625843406020.37,8455117203421.22,1,2006,4,2006,3,08,08
2006-08-07,4829339156875.87,3621758139529.32,8451097296405.19,1,2006,4,2006,3,08,07
2006-08-04,4829245717645.55,3619242780528.00,8448488498173.55,1,2006,4,2006,3,08,04
2006-08-03,4829351659918.44,3618968900330.79,8448320560249.23,1,2006,4,2006,3,08,03
2006-08-02,4817380186405.50,3623377695143.27,8440757881548.77,1,2006,4,2006,3,08,02
2006-08-01,4817319303526.10,3618984273699.05,8436303577225.15,1,2006,4,2006,3,08,01
2006-07-31,4819732427280.70,3624614379572.38,8444346806853.08,1,2006,4,2006,3,07,31
2006-07-28,4799288535276.07,3621661113932.82,8420949649208.89,1,2006,4,2006,3,07,28
2006-07-27,4799235649512.92,3627260660206.21,8426496309719.13,1,2006,4,2006,3,07,27
2006-07-26,4791057334592.36,3626437412845.21,8417494747437.57,1,2006,4,2006,3,07,26
2006-07-25,4790444153304.10,3629478960807.92,8419923114112.02,1,2006,4,2006,3,07,25
2006-07-24,4790271324559.40,3627301942750.33,8417573267309.73,1,2006,4,2006,3,07,24
2006-07-21,4790159108210.59,3626019772126.63,8416178880337.22,1,2006,4,2006,3,07,21
2006-07-20,4790282708018.38,3625358328222.61,8415641036240.99,1,2006,4,2006,3,07,20
2006-07-19,4785987835891.60,3622056168609.23,8408044004500.83,1,2006,4,2006,3,07,19
2006-07-18,4785195482653.25,3626834939776.54,8412030422429.79,1,2006,4,2006,3,07,18
2006-07-17,4784435456969.46,3620378548295.53,8404814005264.99,1,2006,4,2006,3,07,17
2006-07-14,4796819183433.82,3619221355703.30,8416040539137.12,1,2006,4,2006,3,07,14
2006-07-13,4796439080289.52,3619735358381.17,8416174438670.69,1,2006,4,2006,3,07,13
2006-07-12,4790156358426.22,3618290043090.23,8408446401516.45,1,2006,4,2006,3,07,12
2006-07-11,4789892838552.69,3623355393835.20,8413248232387.89,1,2006,4,2006,3,07,11
2006-07-10,4789841715784.59,3618391215081.33,8408232930865.92,1,2006,4,2006,3,07,10
2006-07-07,4789635507414.27,3620646058558.39,8410281565972.66,1,2006,4,2006,3,07,07
2006-07-06,4789669198550.15,3619749070616.69,8409418269166.84,1,2006,4,2006,3,07,06
2006-07-05,4790476512630.92,3617919221244.37,8408395733875.29,1,2006,4,2006,3,07,05
2006-07-03,4790258308791.07,3609079311438.46,8399337620229.53,1,2006,4,2006,3,07,03
2006-06-30,4797203565138.78,3622838382753.41,8420041947892.19,1,2006,3,2006,2,06,30
2006-06-29,4785881593860.51,3554126971331.05,8340008565191.56,1,2006,3,2006,2,06,29
2006-06-28,4788847973169.16,3556961063379.39,8345809036548.55,1,2006,3,2006,2,06,28
2006-06-27,4787915600566.06,3562319205388.17,8350234805954.23,1,2006,3,2006,2,06,27
2006-06-26,4787408183576.38,3559182627089.27,8346590810665.65,1,2006,3,2006,2,06,26
2006-06-23,4786829792453.87,3556547122758.51,8343376915212.38,1,2006,3,2006,2,06,23
2006-06-22,4786725033795.42,3553052316087.35,8339777349882.77,1,2006,3,2006,2,06,22
2006-06-21,4798485866875.87,3548404398376.78,8346890265252.65,1,2006,3,2006,2,06,21
2006-06-20,4798392882643.68,3550637704480.76,8349030587124.44,1,2006,3,2006,2,06,20
2006-06-19,4797927298774.14,3546407654250.11,8344334953024.25,1,2006,3,2006,2,06,19
2006-06-16,4797775283721.39,3541571632709.57,8339346916430.96,1,2006,3,2006,2,06,16
2006-06-15,4797670211829.14,3539620298953.90,8337290510783.04,1,2006,3,2006,2,06,15
2006-06-14,4840377529770.39,3534987521238.09,8375365051008.48,1,2006,3,2006,2,06,14
2006-06-13,4839794958198.57,3540957677639.52,8380752635838.09,1,2006,3,2006,2,06,13
2006-06-12,4839161617479.28,3537005328612.08,8376166946091.36,1,2006,3,2006,2,06,12
2006-06-09,4838686807363.79,3536610360421.96,8375297167785.75,1,2006,3,2006,2,06,09
2006-06-08,4838096046305.27,3536142661883.44,8374238708188.71,1,2006,3,2006,2,06,08
2006-06-07,4839338830680.78,3532828994181.57,8372167824862.35,1,2006,3,2006,2,06,07
2006-06-06,4838919654221.33,3534545426247.64,8373465080468.97,1,2006,3,2006,2,06,06
2006-06-05,4829411087401.02,3530573536528.23,8359984623929.25,1,2006,3,2006,2,06,05
2006-06-02,4829402874342.79,3528953712393.75,8358356586736.54,1,2006,3,2006,2,06,02
2006-06-01,4806953438801.04,3535909945676.99,8342863384478.03,1,2006,3,2006,2,06,01
2006-05-31,4807516533937.29,3549260070711.85,8356776604649.14,1,2006,3,2006,2,05,31
2006-05-30,4794933348049.86,3549054009127.00,8343987357176.86,1,2006,3,2006,2,05,30
2006-05-26,4794638016531.37,3553724146095.98,8348362162627.35,1,2006,3,2006,2,05,26
2006-05-25,4794579829803.26,3553605244090.44,8348185073893.70,1,2006,3,2006,2,05,25
2006-05-24,4793104102494.49,3556080687077.80,8349184789572.29,1,2006,3,2006,2,05,24
2006-05-23,4792617148811.66,3560052715654.92,8352669864466.58,1,2006,3,2006,2,05,23
2006-05-22,4791983031239.49,3553583122785.73,8345566154025.22,1,2006,3,2006,2,05,22
2006-05-19,4791847438954.98,3552601292038.03,8344448730993.01,1,2006,3,2006,2,05,19
2006-05-18,4791541778225.83,3553376151230.55,8344917929456.38,1,2006,3,2006,2,05,18
2006-05-17,4786593600714.46,3550419831315.44,8337013432029.90,1,2006,3,2006,2,05,17
2006-05-16,4786386994170.62,3551775391726.95,8338162385897.57,1,2006,3,2006,2,05,16
2006-05-15,4785963383431.17,3546560855252.54,8332524238683.71,1,2006,3,2006,2,05,15
2006-05-12,4813477418437.52,3545463237370.25,8358940655807.77,1,2006,3,2006,2,05,12
2006-05-11,4813461861190.94,3544526873068.35,8357988734259.29,1,2006,3,2006,2,05,11
2006-05-10,4818672849075.30,3541506971679.35,8360179820754.65,1,2006,3,2006,2,05,10
2006-05-09,4818710279838.04,3545578409742.83,8364288689580.87,1,2006,3,2006,2,05,09
2006-05-08,4818422545326.84,3542666089707.55,8361088635034.39,1,2006,3,2006,2,05,08
2006-05-05,4818424053449.67,3538580333563.75,8357004387013.42,1,2006,3,2006,2,05,05
2006-05-04,4818381812142.22,3536787468940.65,8355169281082.87,1,2006,3,2006,2,05,04
2006-05-03,4827666731453.39,3531750674199.07,8359417405652.46,1,2006,3,2006,2,05,03
2006-05-02,4827396421993.69,3537969252402.81,8365365674396.50,1,2006,3,2006,2,05,02
2006-05-01,4826896073976.91,3524672119148.21,8351568193125.12,1,2006,3,2006,2,05,01
2006-04-28,4819948752057.74,3535769322660.75,8355718074718.49,1,2006,3,2006,2,04,28
2006-04-27,4808977505319.26,3530761347934.56,8339738853253.82,1,2006,3,2006,2,04,27
2006-04-26,4830489601064.97,3531437816090.41,8361927417155.38,1,2006,3,2006,2,04,26
2006-04-25,4830057940472.75,3532244868947.13,8362302809419.88,1,2006,3,2006,2,04,25
2006-04-24,4828668943293.09,3524760250433.21,8353429193726.30,1,2006,3,2006,2,04,24
2006-04-21,4828603289508.74,3521367546557.14,8349970836065.88,1,2006,3,2006,2,04,21
2006-04-20,4828395378375.03,3520882319879.15,8349277698254.18,1,2006,3,2006,2,04,20
2006-04-19,4854629873350.87,3517203496363.19,8371833369714.06,1,2006,3,2006,2,04,19
2006-04-18,4854213829170.43,3519388787182.19,8373602616352.62,1,2006,3,2006,2,04,18
2006-04-17,4854176043605.27,3512686590889.42,8366862634494.69,1,2006,3,2006,2,04,17
2006-04-14,4904205351541.36,3502852300279.40,8407057651820.76,1,2006,3,2006,2,04,14
2006-04-13,4904229841852.22,3501912807888.84,8406142649741.06,1,2006,3,2006,2,04,13
2006-04-12,4903908520480.71,3498967720931.54,8402876241412.25,1,2006,3,2006,2,04,12
2006-04-11,4903797542190.77,3502761859473.62,8406559401664.39,1,2006,3,2006,2,04,11
2006-04-10,4903616606288.58,3498456693416.50,8402073299705.08,1,2006,3,2006,2,04,10
2006-04-07,4903633370046.25,3495168523885.90,8398801893932.15,1,2006,3,2006,2,04,07
2006-04-06,4895394650275.20,3498347903573.26,8393742553848.46,1,2006,3,2006,2,04,06
2006-04-05,4891936850387.68,3496939832917.27,8388876683304.95,1,2006,3,2006,2,04,05
2006-04-04,4891633582987.67,3496561653713.82,8388195236701.49,1,2006,3,2006,2,04,04
2006-04-03,4890769175548.81,3486701927059.01,8377471102607.82,1,2006,3,2006,2,04,03
2006-03-31,4872484731241.19,3498671562135.14,8371156293376.33,1,2006,2,2006,1,03,31
2006-03-30,4863090047413.81,3502324311464.20,8365414358878.01,1,2006,2,2006,1,03,30
2006-03-29,4862592353333.51,3505069222534.48,8367661575867.99,1,2006,2,2006,1,03,29
2006-03-28,4862491016025.43,3505906990538.81,8368398006564.24,1,2006,2,2006,1,03,28
2006-03-27,4862290846523.53,3502528882389.53,8364819728913.06,1,2006,2,2006,1,03,27
2006-03-24,4862196979698.72,3501881138688.49,8364078118387.21,1,2006,2,2006,1,03,24
2006-03-23,4861935805797.19,3501600949124.95,8363536754922.14,1,2006,2,2006,1,03,23
